match_id,game_datetime,game_length,game_version,queue_id,tft_game_type,tft_set_core_name,tft_set_number,placement,level,gold_left,last_round,players_eliminated,time_eliminated,total_damage_to_players,win,companion,traits,units
SG2_130187621,1.7692E+12,2218.927246,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,6,8,32,27,0,1593.102661,49,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_Bilgewater(units=1,style=0,tier=0/4); TFT16_Defender(units=1,style=0,tier=0/3); TFT16_Sorcerer(units=1,style=0,tier=0/3); TFT16_Targon(units=5,style=4,tier=1/1); TFT16_Yordle(units=3,style=1,tier=1/5)","TFT16_Lulu(tier=2)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Rumble(tier=3)[items=][itemNames=TFT7_Item_ShimmerscaleMogulsMail,TFT_Item_GargoyleStoneplate,TFT_Item_GargoyleStoneplate]; TFT16_Aphelios(tier=1)[items=][itemNames=]; TFT16_Zoe(tier=1)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=1)[items=][itemNames=]; TFT16_Fizz(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_Quicksilver]; TFT16_Diana(tier=1)[items=][itemNames=]"
SG2_130180749,1.7692E+12,2141.052734,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,7,8,50,27,0,1637.94812,56,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Bilgewater(units=9,style=4,tier=3/4); TFT16_Brawler(units=2,style=1,tier=1/3); TFT16_Glutton(units=1,style=3,tier=1/1); TFT16_Gunslinger(units=1,style=0,tier=0/2); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Rapidfire(units=1,style=0,tier=0/4); TFT16_Slayer(units=1,style=0,tier=0/3); TFT16_Targon(units=2,style=4,tier=1/1); TFT16_Vanquisher(units=1,style=0,tier=0/4); TFT16_Warden(units=1,style=0,tier=0/4); TFT16_Yordle(units=1,style=0,tier=0/5)","TFT16_Illaoi(tier=2)[items=][itemNames=]; TFT16_TwistedFate(tier=2)[items=][itemNames=TFT16_Item_Bilgewater_CaptainsBrew,TFT_Item_LastWhisper]; TFT16_Graves(tier=2)[items=][itemNames=]; TFT16_Nautilus(tier=2)[items=][itemNames=TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_Redemption]; TFT16_Gangplank(tier=2)[items=][itemNames=]; TFT16_Taric(tier=1)[items=][itemNames=TFT16_Item_BilgewaterEmblemItem,TFT_Item_GiantsBelt,TFT_Item_ForceOfNature]; TFT16_Fizz(tier=1)[items=][itemNames=]; TFT16_TahmKench(tier=1)[items=][itemNames=TFT16_Item_Bilgewater_PileOCitrus,TFT_Item_AdaptiveHelm,TFT_Item_FrozenHeart]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT16_Item_BilgewaterEmblemItem,TFT_Item_Artifact_Dawncore]"
SG2_130178145,1.76919E+12,2191.150879,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,7,8,1,26,0,1587.755859,34,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Demacia(units=2,style=0,tier=0/4); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Freljord(units=1,style=0,tier=0/3); TFT16_Invoker(units=3,style=1,tier=1/2); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_Targon(units=3,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Crownguard]; TFT16_Taric(tier=2)[items=][itemNames=TFT16_Item_InvokerEmblemItem]; TFT16_Garen(tier=1)[items=][itemNames=]; TFT16_Lux(tier=1)[items=][itemNames=]; TFT16_Lissandra(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_RapidFireCannon,TFT_Item_GuinsoosRageblade]; TFT16_Shyvana(tier=1)[items=][itemNames=TFT_Item_SpearOfShojin,TFT_Item_Bloodthirster,TFT_Item_Crownguard]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT16_Item_InvokerEmblemItem,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]"
SG2_130168446,1.76919E+12,2143.936768,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,4,9,47,33,1,1994.519653,108,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Blacksmith(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1); TFT16_Warden(units=1,style=0,tier=0/4)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=1)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate,TFT_Item_UnstableConcoction,TFT_Item_NightHarvester]; TFT16_Swain(tier=1)[items=][itemNames=]; TFT16_Annie(tier=1)[items=][itemNames=]; TFT16_Ornn(tier=1)[items=][itemNames=TFT_Item_SteraksGage,TFT_Item_GiantsBelt,TFT_Item_WarmogsArmor]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_BlueBuff,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_Artifact_HorizonFocus,TFT_Item_Artifact_Mittens,TFT_Item_JeweledGauntlet]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=]"
SG2_130154231,1.76919E+12,2350.062012,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,4,8,44,33,1,1949.308472,82,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Blacksmith(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Demacia(units=7,style=4,tier=3/4); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Heroic(units=1,style=3,tier=1/1); TFT16_Invoker(units=1,style=0,tier=0/2); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Longshot(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_Targon(units=2,style=4,tier=1/1); TFT16_Warden(units=2,style=1,tier=1/4); TFT16_Yordle(units=1,style=0,tier=0/5)","TFT16_Sona(tier=3)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_NightHarvester,TFT_Item_RabadonsDeathcap]; TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_XinZhao(tier=1)[items=][itemNames=]; TFT16_Poppy(tier=2)[items=][itemNames=]; TFT16_Vayne(tier=2)[items=][itemNames=TFT5_Item_RunaansHurricaneRadiant,TFT_Item_RunaansHurricane,TFT_Item_Deathblade]; TFT16_Taric(tier=2)[items=][itemNames=]; TFT16_Garen(tier=1)[items=][itemNames=TFT5_Item_FrozenHeartRadiant,TFT_Item_GargoyleStoneplate,TFT_Item_DragonsClaw]; TFT16_Lux(tier=2)[items=][itemNames=TFT_Item_Morellonomicon,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin]; TFT16_Ornn(tier=1)[items=][itemNames=TFT_Item_ForceOfNature,TFT_Item_TacticiansRing]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_BlueBuff,TFT_Item_JeweledGauntlet,TFT_Item_Artifact_LudensTempest]; TFT16_Galio(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_Quicksilver]"
SG2_130143695,1.76919E+12,2093.982178,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,7,9,29,27,0,1621.539795,50,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Bilgewater(units=1,style=0,tier=0/4); TFT16_Brawler(units=1,style=0,tier=0/3); TFT16_Defender(units=3,style=1,tier=1/3); TFT16_Demacia(units=1,style=0,tier=0/4); TFT16_Invoker(units=1,style=0,tier=0/2); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Longshot(units=1,style=0,tier=0/4); TFT16_Magus(units=2,style=1,tier=1/2); TFT16_Sorcerer(units=1,style=0,tier=0/3); TFT16_Targon(units=1,style=4,tier=1/1); TFT16_Yordle(units=8,style=4,tier=4/5); TFT16_Zaun(units=1,style=0,tier=0/3)","TFT16_Lulu(tier=2)[items=][itemNames=]; TFT16_Rumble(tier=2)[items=][itemNames=]; TFT16_Teemo(tier=2)[items=][itemNames=TFT16_Item_MagusEmblemItem,TFT_Item_Morellonomicon]; TFT16_Ekko(tier=2)[items=][itemNames=TFT16_Item_YordleEmblemItem,TFT_Item_Bloodthirster,TFT_Item_AdaptiveHelm]; TFT16_Poppy(tier=2)[items=][itemNames=TFT16_Item_DefenderEmblemItem,TFT_Item_Crownguard,TFT_Item_FrozenHeart]; TFT16_Kobuko(tier=1)[items=][itemNames=]; TFT16_Kennen(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_RapidFireCannon]; TFT16_Fizz(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]"
SG2_130130951,1.76918E+12,2062.50415,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,5,8,33,31,0,1795.091431,98,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Freljord(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=3,style=4,tier=1/1); TFT16_Warden(units=1,style=0,tier=0/4)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=1)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_DragonsClaw,TFT_Item_Crownguard,TFT_Item_DragonsClaw]; TFT16_Braum(tier=1)[items=][itemNames=]; TFT16_Swain(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_SpearOfShojin]"
SG2_130121268,1.76918E+12,2248.149658,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,6,8,8,30,0,1805.126587,80,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Brawler(units=1,style=0,tier=0/3); TFT16_Defender(units=3,style=1,tier=1/3); TFT16_Invoker(units=1,style=0,tier=0/2); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=7,style=4,tier=3/4); TFT16_Slayer(units=1,style=0,tier=0/3); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=1,style=4,tier=1/1); TFT16_Vanquisher(units=1,style=0,tier=0/4)","TFT16_Briar(tier=2)[items=][itemNames=TFT_Item_BFSword]; TFT16_Sion(tier=2)[items=][itemNames=]; TFT16_Darius(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_GuardianAngel,TFT_Item_TitansResolve]; TFT16_Leblanc(tier=2)[items=][itemNames=TFT_Item_AdaptiveHelm,TFT_Item_StatikkShiv,TFT_Item_NeedlesslyLargeRod]; TFT16_Ambessa(tier=1)[items=][itemNames=TFT_Item_TitansResolve]; TFT16_Swain(tier=1)[items=][itemNames=TFT16_Item_DefenderEmblemItem,TFT16_Item_IoniaEmblemItem,TFT_Item_GargoyleStoneplate]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_AdaptiveHelm,TFT16_Item_NoxusEmblemItem,TFT_Item_AdaptiveHelm]"
SG2_130111560,1.76918E+12,2202.238281,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,6,8,48,30,1,1746.494019,78,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Magus(units=1,style=0,tier=0/2); TFT16_Rapidfire(units=1,style=0,tier=0/4); TFT16_ShadowIsles(units=5,style=4,tier=4/4); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=1,style=4,tier=1/1); TFT16_Vanquisher(units=1,style=0,tier=0/4); TFT16_Warden(units=2,style=1,tier=1/4)","TFT16_Viego(tier=2)[items=][itemNames=]; TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Yorick(tier=2)[items=][itemNames=TFT_Item_GuardianAngel,TFT_Item_WarmogsArmor,TFT_Item_FrozenHeart]; TFT16_Gwen(tier=2)[items=][itemNames=]; TFT16_Kalista(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_NightHarvester,TFT_Item_RabadonsDeathcap]; TFT16_Thresh(tier=1)[items=][itemNames=TFT_Item_BrambleVest,TFT_Item_Morellonomicon,TFT_Item_StatikkShiv]"
SG2_130063100,1.76917E+12,2292.303467,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,1,10,2,40,2,2284.064941,208,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Chronokeeper(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Invoker(units=1,style=0,tier=0/2); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_AdaptiveHelm]; TFT16_Annie(tier=2)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_UnstableConcoction]; TFT16_Zilean(tier=1)[items=][itemNames=]; TFT16_Shyvana(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_Morellonomicon,TFT_Item_RedBuff]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_Sylas(tier=2)[items=][itemNames=TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_JeweledGauntlet]; TFT16_AnnieTibbers(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_UnstableConcoction,TFT_Item_SpectralGauntlet]"
SG2_130054217,1.76917E+12,2161.07251,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,3,9,9,34,2,2088.282715,121,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Emperor(units=1,style=3,tier=1/1); TFT16_Explorer(units=2,style=0,tier=0/3); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Magus(units=1,style=0,tier=0/2); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Shurima(units=1,style=0,tier=0/3); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=3,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=3,style=4,tier=1/1)","TFT16_Neeko(tier=1)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=1)[items=][itemNames=TFT_Item_Redemption,TFT_Item_HextechGunblade,TFT_Item_NeedlesslyLargeRod]; TFT16_Skarner(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate,TFT7_Item_ShimmerscaleMogulsMail,TFT_Item_GargoyleStoneplate]; TFT16_Swain(tier=1)[items=][itemNames=]; TFT16_Azir(tier=1)[items=][itemNames=]; TFT16_Shyvana(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_BlueBuff,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Bloodthirster,TFT_Item_TitansResolve]"
SG2_129947125,1.76911E+12,2245.521729,Linux Version 16.2.738.9684 (Jan 15 2026/17:23:58) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,6,8,8,26,0,1560.957031,27,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=6,style=4,tier=1/1)","TFT16_Aphelios(tier=2)[items=][itemNames=]; TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Zoe(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_Crownguard]; TFT16_Diana(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_GuinsoosRageblade,TFT_Item_BlueBuff]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_ArchangelsStaff]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_AdaptiveHelm,TFT_Item_GuinsoosRageblade,TFT_Item_AdaptiveHelm]"
SG2_129940791,1.76911E+12,2494.706055,Linux Version 16.2.738.9684 (Jan 15 2026/17:23:58) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,7,8,33,24,0,1461.368652,23,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=6,style=4,tier=1/1)","TFT16_Aphelios(tier=2)[items=][itemNames=]; TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Zoe(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate,TFT_Item_DragonsClaw]; TFT16_Taric(tier=1)[items=][itemNames=]; TFT16_Diana(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_ArchangelsStaff,TFT_Item_ArchangelsStaff]"
SG2_129936894,1.76911E+12,2069.181396,Linux Version 16.2.738.9684 (Jan 15 2026/17:23:58) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,4,8,22,30,2,1758.356445,85,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=5,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Zoe(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=]; TFT16_Diana(tier=1)[items=][itemNames=TFT_Item_GuinsoosRageblade]; TFT16_Shyvana(tier=2)[items=][itemNames=TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_RedBuff]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT9_Item_CrownOfDemacia,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_TitansResolve,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet]"
SG2_129934362,1.76911E+12,2176.103027,Linux Version 16.2.738.9684 (Jan 15 2026/17:23:58) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,8,8,11,24,0,1452.981689,27,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=1,style=0,tier=0/3); TFT16_Explorer(units=2,style=0,tier=0/3); TFT16_Sorcerer(units=1,style=0,tier=0/3); TFT16_Targon(units=6,style=4,tier=1/1)","TFT16_Aphelios(tier=2)[items=][itemNames=]; TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Zoe(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=1)[items=][itemNames=]; TFT16_Skarner(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate]; TFT16_Diana(tier=1)[items=][itemNames=TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_Bloodthirster]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]"
SG2_129927359,1.76911E+12,2361.996582,Linux Version 16.2.738.9684 (Jan 15 2026/17:23:58) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,1,9,12,40,2,2353.724365,228,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=2,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=6,style=4,tier=1/1)","TFT16_Aphelios(tier=2)[items=][itemNames=]; TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Zoe(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_ArchangelsStaff,TFT_Item_AdaptiveHelm,TFT_Item_Redemption]; TFT16_Diana(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]; TFT16_Shyvana(tier=2)[items=][itemNames=TFT_Item_AdaptiveHelm]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan]; TFT16_Sylas(tier=2)[items=][itemNames=TFT_Item_FrozenHeart,TFT_Item_GuinsoosRageblade,TFT_Item_Bloodthirster]"
